,trope,length,Romance,Comedy,Action,Adventure,Horror,Thriller,Crime,Drama,History,Mystery,War,Science Fiction,TV Movie,Fantasy,Music,Family,Documentary,Western,Animation
7890,ScrewYourself,14,0,4,5,3,1,6,3,6,0,0,1,6,0,2,0,0,0,1,0
7891,ShackleSeatTrap,12,0,4,4,6,2,5,1,1,0,3,0,4,0,2,1,3,0,1,2
7892,SilentSnarker,30,2,14,8,10,6,5,0,7,1,0,0,6,0,6,1,3,0,3,1
7893,SinisterSurveillance,41,0,5,17,9,7,15,5,11,0,7,1,12,1,3,0,4,1,0,0
7894,SquishyWizard,23,0,2,17,17,4,1,0,1,0,0,0,8,1,14,0,1,0,0,1
7895,Squishywizard,14,0,0,11,13,1,0,0,1,0,0,0,6,0,8,0,0,0,0,0
7896,StealthBasedMission,3,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7897,StopHittingYourself,12,1,5,7,7,1,2,2,1,0,0,0,5,0,1,0,2,0,0,1
7898,SuperPrototype,23,0,1,20,17,0,4,2,2,0,0,0,19,0,3,1,2,0,0,0
7899,SuperSoldier,59,0,8,45,29,10,15,2,4,1,2,3,40,0,6,1,2,0,0,1
7900,SuperSoldiers,19,0,2,18,13,0,6,1,0,0,1,0,16,0,0,0,1,0,0,0
7901,Supersoldier,19,0,1,18,13,0,6,1,0,0,1,0,16,0,1,0,0,0,0,0
7902,SwallowedAFly,4,0,0,3,3,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
7903,TankGoodness,70,1,18,40,22,6,10,6,25,7,2,19,20,3,7,1,1,3,0,0
7904,TheChase,18,2,4,6,7,0,5,5,6,1,2,0,6,0,1,0,2,0,1,1
7905,TheJoysOfTorturingMooks,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7906,TheQuincyPunk,18,1,7,10,4,1,7,5,1,0,1,0,8,0,2,0,1,0,0,0
7907,TheUnfought,46,1,7,28,24,7,12,6,7,2,3,3,24,0,6,0,3,0,1,0
7908,TheUnseen,21,3,4,4,3,3,8,4,11,3,2,1,2,0,2,2,1,0,0,0
7909,ThemeMusicPowerup,70,3,9,52,44,4,15,6,7,0,4,0,27,0,15,0,2,0,3,2
7910,ThemeSongPowerUp,69,2,6,55,46,3,15,6,7,1,4,1,29,0,14,0,2,0,3,2
7911,TheyKilledKennyAgain,6,0,2,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
7912,UnbrokenFirstPersonPerspective,4,0,0,1,1,0,0,1,3,1,0,0,1,0,2,0,0,0,0,0
7913,VillainForgotToLevelGrind,15,0,1,14,11,1,2,2,1,0,0,0,10,0,4,0,0,0,0,0
7914,WallOfWeapons,62,0,17,46,25,10,21,21,12,0,2,2,18,1,8,1,1,0,1,2
7915,WallofWeapons,37,0,10,30,14,3,12,14,9,0,0,2,12,1,6,1,0,0,0,2
7916,WatchItForTheGimmick,49,4,15,14,12,13,13,9,14,2,8,1,10,1,6,2,2,0,1,0
7917, ChineseFilms,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0
7918,TheOldestProfession,13,1,2,4,4,0,6,4,6,0,0,0,0,0,0,2,0,1,2,0
7919, AlcoholicParent,9,3,1,1,0,2,5,0,7,0,1,0,1,0,1,0,1,0,0,0
7920,AutoeroticAsphyxiation,8,2,2,3,2,0,4,2,4,0,1,0,1,0,0,0,0,0,0,0
7921,AwkwardFatherSonBondingActivity,15,3,9,1,1,1,5,4,9,0,0,0,1,0,1,2,1,1,0,0
7922,CaughtWithTheirPantsDown,34,12,21,3,3,4,5,6,13,0,3,0,5,0,4,1,1,0,0,1
7923,CaughtWithYourPantsDown,59,14,38,3,5,8,7,12,24,0,5,2,6,0,6,3,1,0,1,1
7924,ContemptibleCover,27,4,5,7,4,6,4,1,13,1,1,0,1,0,3,2,0,2,0,0
7925,DeadArtistsAreBetter,21,4,10,3,4,4,4,1,7,1,3,0,3,0,2,5,0,1,0,1
7926,EroticAsphyxiation,14,2,3,3,2,2,6,2,5,0,2,0,2,0,0,0,0,1,0,0
7927,LowestCommonDenominator,5,2,3,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0
7928,NeverSpeakIllOfTheDead,19,4,8,4,2,0,3,4,7,1,2,1,4,0,2,0,1,1,0,0
7929,PlagiarismInFiction,28,7,14,4,5,1,6,3,12,0,1,0,1,0,3,3,3,0,0,0
7930,PostMortemConversion,3,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
7931,RedAndWhiteComedyPoster,27,13,24,3,0,1,1,3,5,0,0,0,1,0,1,0,3,1,0,0
7932,TrashOfTheTitans,16,2,4,2,1,4,5,3,8,0,1,0,4,0,1,0,1,1,0,0
7933,TrashOfThetitans,4,1,1,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
7934,HomeMaker,10,4,4,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0
7935,HouseWife,17,5,7,0,0,0,2,0,13,0,0,0,0,0,4,0,3,0,0,1
7936,Housewife,37,9,14,1,1,4,9,4,26,1,2,1,3,1,3,0,2,0,0,0
7937,IJustWantMyBelovedToBeHappy,22,9,9,3,3,2,3,2,8,1,0,1,1,1,5,1,0,0,1,0
7938,MeloDrama,20,8,2,0,2,2,2,1,13,2,1,1,0,0,1,0,1,0,0,0
7939,MoneyIsNotPower,24,7,7,8,8,2,10,6,8,2,1,1,5,0,5,0,1,0,0,1
7940,SunshineNoir,23,2,3,7,2,0,11,15,13,0,8,0,0,0,3,0,0,0,0,1
7941, BloodSport,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7942,HumansAreAverage,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7943,SpaceJews,20,0,5,9,10,2,2,2,3,0,1,0,12,1,5,0,5,0,0,1
7944,GloryDays,80,13,37,9,8,4,8,12,43,6,5,6,6,2,6,7,6,2,0,0
7945,TheMissusAndTheEx,23,10,8,5,3,2,6,3,9,0,1,1,5,0,1,3,0,0,1,0
7946,BigManOnCampus,26,11,20,3,3,2,3,2,11,0,3,0,2,2,2,1,4,0,0,0
7947,ComingOfAge,55,11,25,12,14,2,5,2,30,1,2,1,12,0,3,1,4,0,0,0
7948,ComingOfAgestory,46,10,20,12,13,2,4,2,22,0,2,0,11,0,3,1,3,0,0,0
7949,ComingofAgeStory,47,11,21,12,13,2,4,2,23,0,2,0,11,0,3,1,3,0,0,0
7950,Dismotivation,9,5,7,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
7951,EveryoneLovesBlondes,80,21,36,16,14,8,20,5,33,3,7,4,8,4,7,4,5,0,1,2
7952,FormerChildStar,134,28,62,13,26,13,13,9,67,7,5,2,16,1,16,7,30,4,2,1
7953,Geek,12,3,7,3,2,3,2,2,2,0,0,1,1,1,0,0,2,0,0,0
7954,GrowingUpSucks,44,8,25,2,9,2,1,0,23,0,1,1,4,0,16,2,14,0,1,0
7955,HardDrinkingPartyGirl,64,21,31,5,3,13,8,9,37,2,8,1,4,0,5,5,0,1,0,0
7956,HollywoodHomely,98,39,47,15,8,11,17,14,37,1,4,1,8,2,7,7,7,1,1,0
7957,HollywoodUgly,71,32,34,13,7,8,13,11,27,1,2,1,7,2,5,4,7,1,1,0
7958,IAmNotPretty,18,9,10,0,2,3,1,1,9,0,1,0,2,0,3,0,2,0,0,0
7959,ImNotPretty,11,6,7,0,2,1,0,0,5,0,0,0,0,0,2,0,2,0,0,0
7960,LikeFatherLikeSon,63,11,26,16,10,5,8,6,26,4,3,2,8,1,4,1,5,0,1,0
7961,MaybeEverAfter,147,69,62,18,14,8,23,17,84,0,9,2,15,4,17,6,9,2,3,0
7962,OppositesAttract,55,33,32,5,9,0,3,4,30,1,2,1,8,3,7,5,8,0,0,1
7963,PlayingAgainstType,35,5,14,5,6,3,2,5,19,4,4,2,4,0,4,1,5,1,1,2
7964,RapunzelHair,49,10,9,16,14,10,8,5,24,3,2,5,5,2,13,1,2,0,3,0
7965,ReasonYouSuckSpeech,54,13,18,9,6,7,12,6,30,7,2,3,5,3,9,2,7,0,1,1
7966,ShowerOfAngst,76,9,14,12,10,18,32,20,47,2,6,1,6,1,6,1,3,1,0,1
7967,TheHedonist,46,11,20,9,6,5,6,5,25,3,2,1,8,1,9,2,1,0,0,2
7968,YouAreBetterThanYouThinkYouAre,88,19,43,19,26,7,9,11,34,3,5,2,16,1,14,6,15,2,1,2
7969,CharactersDroppingLikeFlies,26,1,5,14,7,9,6,3,6,1,4,3,6,0,1,0,0,0,1,0
7970,FightingWithChucks,32,0,14,22,10,1,3,2,9,1,0,0,7,1,1,1,6,0,1,1
7971,FinishingMove,34,3,8,28,17,1,8,1,9,1,0,1,15,0,5,0,2,0,0,0
7972,FunnyBruceLeeNoises,23,0,14,18,7,0,4,3,4,0,0,0,3,0,3,1,4,0,1,0
7973,GivingSomeoneThePointerFinger,24,1,6,14,4,7,7,2,3,1,1,2,8,0,7,0,0,0,0,0
7974,InCameraEffects,10,1,2,3,3,4,1,1,3,1,2,0,3,0,1,1,0,0,0,0
7975,KissingCousins,62,20,21,11,5,6,2,5,36,9,4,4,1,0,5,1,3,2,1,0
7976,KungFoley,13,0,6,7,2,0,3,5,1,0,1,0,2,0,1,1,0,0,0,0
7977,LipLock,14,1,6,5,1,6,0,0,2,0,1,0,3,0,2,1,1,0,1,1
7978,NeverOneMurder,19,1,9,4,0,1,8,12,3,0,11,0,0,2,0,0,0,0,0,0
7979,NonDubbedGrunts,10,1,2,6,3,0,2,3,3,0,1,0,4,0,1,0,1,0,0,1
7980,OffhandBackhand,90,3,27,67,42,8,18,8,8,2,4,2,40,1,11,2,8,0,3,2
7981,ParrotExposition,18,1,10,5,4,6,3,1,1,0,1,1,7,0,3,1,2,0,0,0
7982,PreClimaxClimax,20,0,3,10,5,2,6,2,6,1,2,3,2,0,4,0,0,1,1,0
7983,PummelingTheCorpse,15,1,3,9,5,1,5,3,5,2,0,1,3,0,1,0,1,0,0,0
7984,RageBreakingPoint,118,10,45,35,21,13,28,22,54,8,7,3,15,2,16,0,11,0,2,3
7985,TheGlassesComeOff,47,7,17,17,7,5,7,6,16,0,3,3,12,1,5,3,3,2,0,1
7986, AmoralAttorney,28,2,7,1,0,2,6,10,15,0,3,0,1,2,0,1,1,3,2,0
7987,DeathByChildbirth,108,20,21,24,17,21,21,7,66,2,13,6,11,3,19,4,12,2,3,1
7988,Defied,35,3,13,14,16,2,6,9,11,2,4,0,10,0,4,0,1,0,1,0
7989,DrJerk,36,5,12,4,4,12,7,1,17,2,6,0,9,0,3,1,3,0,0,1
7990,IJustWantToBeLoved,22,3,10,2,5,7,3,1,8,0,2,0,2,0,5,1,1,0,0,0
7991,ThereIsOnlyOneBed,40,16,19,4,7,1,7,6,21,2,6,0,1,0,1,3,2,1,1,0
7992,XtremeKoolLetterz,42,4,20,15,7,4,9,3,14,0,2,0,17,1,3,4,1,0,0,0
7993, AManIsAlwaysEager,25,7,12,4,4,4,4,2,8,0,0,0,3,1,5,1,0,0,1,0
7994,AchievementsInIgnorance,31,2,13,10,11,1,3,4,14,0,1,2,8,0,3,1,5,0,0,0
7995,AnotherStoryForAnotherTime,7,0,3,3,3,2,2,2,1,0,1,0,1,0,3,0,2,0,0,0
7996,AsideGlance,162,19,94,43,42,20,19,21,41,7,7,5,28,3,29,17,24,2,1,6
7997,BalefulPolymorph,51,6,17,12,23,10,3,1,6,0,0,0,10,2,31,2,20,1,1,2
7998,BigBlackOut,23,5,7,8,7,3,4,2,8,0,0,0,13,0,4,2,0,0,0,0
7999,BornAsAnAdult,9,1,2,3,2,3,2,0,3,0,0,0,6,0,4,0,0,0,0,0
8000,BrokeYourArmPunchingOutCthulhu,30,0,3,12,5,12,10,2,6,0,6,0,14,0,9,1,2,1,0,1
8001,CaughtInTheRipple,2,0,2,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0
8002,ChainOfCorrections,11,2,5,4,1,0,0,0,7,0,0,1,2,0,1,0,0,0,0,0
8003,ComputerEqualsTapeDrive,9,1,3,5,3,1,1,1,2,0,1,1,5,1,1,0,0,0,0,0
8004,ComputerEqualsTapedrive,17,1,4,8,5,2,4,1,4,1,1,1,10,0,2,0,1,0,0,1
8005,CoolVersusAwesome,57,1,10,37,23,14,16,4,8,4,1,2,24,0,19,0,2,0,2,1
8006,DidTheyOrDidntThey,37,10,11,8,9,0,5,3,17,1,2,0,5,0,6,1,2,0,0,0
8007,DidTheyorDidntThey,16,3,4,7,7,0,3,1,5,0,1,0,3,0,4,0,0,0,0,0
8008,DoAnythingRobot,12,0,4,8,7,0,0,0,0,0,0,0,10,0,2,0,2,0,0,0
8009,EvilTeacher,17,1,6,4,1,6,4,1,6,0,3,1,2,0,4,0,4,0,0,1
8010,ForSCIENCE,28,2,5,11,6,13,7,0,4,0,3,0,18,0,3,0,0,0,0,0
8011,FromBeyondTheFourthWall,5,0,4,1,3,0,1,0,1,0,0,0,1,0,4,0,2,0,0,1
8012,GirlfriendFromCanada,13,1,8,1,1,4,3,2,5,1,2,1,1,0,2,2,0,0,1,0
8013,GirlfriendInCanada,22,4,15,2,3,4,3,2,11,0,2,1,3,1,2,3,1,0,1,0
8014,HotTeacher,51,7,25,10,8,7,11,6,16,1,3,1,7,0,7,0,3,0,0,0
8015,InformedAttractiveness,89,29,36,13,11,10,21,14,33,1,12,1,13,2,15,4,6,0,1,1
8016,InnocentFanserviceGirl,54,13,20,15,17,8,6,5,21,5,2,0,14,1,10,0,1,0,2,0
8017,InstantAIJustAddWater,17,0,5,6,6,0,2,1,3,0,4,0,13,0,2,0,2,1,0,0
8018,ItWontTurnOff,32,2,11,5,5,14,10,1,6,0,9,2,5,1,5,1,0,1,0,0
8019,LightningCanDoAnything,67,4,29,20,17,16,9,4,8,0,4,0,34,3,21,4,15,0,0,2
8020,MagicalComputer,7,0,3,3,2,2,2,1,0,0,2,0,4,0,2,0,1,0,0,1
8021,MagicalGirl,5,1,3,1,0,0,1,0,1,0,0,0,1,1,3,0,1,0,0,0
8022,MorphicResonance,10,3,3,3,5,1,0,0,3,0,1,0,2,0,7,0,3,0,0,0
8023,Motormouth,30,3,13,9,8,4,7,5,9,1,2,1,6,2,4,0,3,0,1,1
8024,MouthScreen,10,1,4,0,1,3,1,0,4,0,3,0,5,0,3,0,0,0,0,0
8025,Mouthscreen,12,2,5,0,1,3,1,0,6,0,3,0,5,0,4,0,0,0,0,0
8026,Mutant,11,1,3,5,3,6,1,0,2,0,1,0,8,2,2,0,0,0,0,0
8027,NoHuggingNoKissing,34,5,7,14,8,4,9,5,14,1,2,2,12,0,3,2,1,1,1,1
8028,NonLethalDeadlyWeapon,4,0,3,2,1,1,0,0,0,0,0,0,3,0,2,0,1,0,0,1
8029,NonNudeBathing,23,4,10,5,7,2,2,2,9,1,0,0,5,0,5,0,2,0,2,0
8030,NonSequitur,22,3,16,3,2,1,1,2,9,1,1,0,4,1,3,3,2,1,0,1
8031,OnlyALighter,8,2,7,2,2,0,1,2,0,0,1,0,2,0,1,0,1,0,0,0
8032,PantsPullingPrank,10,1,9,0,1,2,1,0,1,0,0,0,2,0,2,0,3,0,0,1
8033,PercussiveShutdown,3,1,1,1,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0
8034,PetitePride,3,2,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
8035,PhysicalFitnessPunishment,13,0,5,6,1,0,2,0,6,1,0,2,3,0,1,0,2,0,0,0
8036,ProductionNickname,21,0,7,7,9,6,6,1,3,0,0,0,11,0,4,0,2,0,0,0
8037,ProudBeauty,16,2,7,3,3,6,3,0,2,0,1,0,5,0,3,1,1,0,0,0
8038,PygmalionPlot,24,9,18,0,2,1,1,1,9,1,1,0,5,1,7,3,4,0,0,2
8039,RecycledTheSeries,58,9,25,22,12,6,12,7,18,1,3,1,18,0,8,0,5,0,2,1
8040,RemonstratingWithAGun,6,0,1,0,2,1,2,2,2,0,1,0,3,0,2,0,0,0,0,0
8041,ResetButton,49,6,17,13,14,15,9,1,10,0,4,0,21,2,16,1,5,0,0,1
8042,SelfPropelledBarrierOfStupidity,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8043,SexAsRiteOfPassage,66,23,42,1,3,4,4,2,33,0,1,2,2,1,4,7,1,2,1,1
8044,SexualEuphemism,11,0,8,3,1,1,1,2,4,0,0,0,5,0,2,0,0,0,0,1
8045,ShootOutTheLock,73,3,22,41,19,12,37,15,12,2,7,1,18,0,5,0,0,2,4,1
8046,ShowerShy,4,1,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
8047,SoundsOfScience,2,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
8048,SpeedSex,39,13,26,6,1,6,6,5,12,1,2,1,1,0,2,3,0,0,2,0
8049,SpokenWordInMusic,25,3,7,5,0,5,7,5,15,3,2,1,4,0,1,1,0,1,1,1
8050,StatuesqueStunner,59,13,27,21,19,4,7,7,18,2,1,1,9,0,14,2,3,1,1,1
8051,SuperScience,5,0,2,3,3,1,2,0,0,0,0,0,5,0,1,0,1,0,0,0
8052,TalkieBits,25,3,7,5,0,5,7,5,15,3,2,1,4,0,1,1,0,1,1,1
8053,TeamMom,91,12,28,23,24,13,12,5,43,10,8,8,20,2,7,8,12,0,3,1
8054,ThatWasNotADream,16,2,9,3,6,4,4,0,4,1,1,1,4,0,7,0,0,0,0,0
8055,TheFreelanceShameSquad,18,4,6,6,4,3,4,2,7,0,1,0,6,0,2,0,6,0,0,0
8056,TheNudifier,21,1,13,7,7,2,3,1,0,0,0,0,9,0,8,0,3,0,0,0
8057,TheSeries,59,10,24,23,14,6,12,7,19,1,3,0,19,0,8,0,6,0,2,1
8058,TrainEscape,54,5,17,22,14,4,17,15,17,0,6,1,9,0,3,0,3,1,2,2
8059,TrappedInTVLand,34,2,19,7,14,9,4,0,2,0,3,0,11,1,16,2,8,1,0,0
8060,TrappedInTvLand,27,1,14,7,11,7,4,0,1,0,2,0,9,1,11,1,6,1,0,0
8061,TurningBackHuman,6,0,1,2,3,1,0,0,0,0,0,0,2,0,6,0,3,0,0,1
8062,TwoFaced,70,7,13,24,17,27,25,10,18,0,5,2,18,0,10,0,4,1,1,1
8063,UnderdressedForTheOccasion,16,6,11,0,0,1,2,2,5,1,1,0,2,0,1,1,2,0,0,0
8064,UnplannedCrossdressing,4,2,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
8065,UnusuallyUninterestingSight,237,19,116,78,68,37,36,34,48,5,10,7,69,2,38,10,35,2,5,9
8066,UptightLovesWild,74,51,54,6,7,0,1,4,32,0,0,0,3,2,9,5,4,0,0,0
8067,Verse,68,11,25,21,16,14,17,11,16,2,3,2,23,0,6,0,8,1,1,1
8068,Wedgie,32,4,29,8,10,1,0,3,4,0,2,0,8,3,9,1,11,1,0,1
8069,WeirdScience,6,0,2,3,3,2,2,0,0,0,0,0,6,0,1,0,1,0,0,0
8070,WordSchmord,4,0,3,0,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0
8071,WorkoutFanService,15,3,7,4,1,3,6,4,4,0,0,0,3,0,1,1,0,0,0,0
8072,WorkoutFanservice,37,9,14,16,6,5,12,10,11,0,0,0,4,0,4,2,1,0,0,1
8073,AFormYouAreComfortableWith,11,0,5,6,6,0,3,0,0,0,0,0,7,0,5,0,0,0,1,0
8074,ANaziByAnyOtherName,30,0,4,24,21,1,8,1,1,0,1,1,21,0,5,0,1,0,1,2
8075,ANazibyAnyOtherName,32,1,3,13,13,2,9,2,7,1,3,3,16,0,3,1,0,2,1,0
8076,ANazibyanyothername,32,1,3,13,13,2,9,2,7,1,3,3,16,0,3,1,0,2,1,0
8077,AccidentalPun,13,0,5,7,6,1,3,1,2,0,0,0,6,0,2,1,2,0,0,0
8078,ArrowCam,38,3,9,22,14,5,7,4,7,3,0,7,5,0,11,0,2,1,2,0
8079,ArtificialStupidity,3,0,0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
8080,ArtisticLicenceMedicine,16,1,2,9,4,1,8,6,5,0,2,0,4,0,3,0,1,0,0,0
8081,AttackOnTheHeart,5,0,0,4,1,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0
8082,AuthorsSavingThrow,6,1,2,2,2,1,2,0,3,0,0,0,2,0,1,0,0,0,0,0
8083,AutomatedAutomobiles,20,0,5,14,5,3,7,5,0,0,1,0,11,1,2,0,1,0,0,2
8084,AutomatedVehicle,18,0,5,13,4,2,6,5,0,0,1,0,10,0,2,0,1,0,0,2
8085,BadassAndChildDuo,29,0,6,16,9,2,17,9,11,1,3,0,9,0,3,0,1,0,2,0
8086,BeAllMySinsRemembered,5,0,1,2,1,0,2,2,1,1,1,0,2,0,0,1,0,0,0,0
8087,BecameTheMask,6,1,2,2,2,0,2,0,2,1,0,0,2,0,2,0,0,0,0,0
8088,BecomesTheMask,5,0,1,2,2,0,2,0,2,1,0,0,2,0,1,0,0,0,0,0
8089,BecomingtheMask,5,0,1,2,2,0,2,0,2,1,0,0,2,0,1,0,0,0,0,0
8090,BenevolentArchitecture,10,0,2,6,2,2,4,1,1,0,1,0,5,0,1,0,2,0,0,1
8091,BigNO,13,1,2,6,2,2,6,4,7,0,1,1,3,1,0,1,1,0,0,0
8092,BigSisterMentor,9,0,2,6,3,1,4,3,2,0,0,0,5,1,0,1,0,0,0,0
8093,BirthDeathJuxtaposition,56,12,21,13,5,11,11,7,34,1,2,3,10,0,6,0,6,1,0,1
8094,BowelBreakingBricks,7,0,3,5,3,1,2,2,0,0,0,0,2,0,3,0,0,0,0,1
8095,BraidsOfAction,17,0,2,10,6,2,3,0,6,3,1,4,4,1,3,0,0,0,1,0
8096,BreakingTheReviewersWall,5,0,1,3,2,2,2,0,0,0,1,0,3,0,1,0,0,0,0,0
8097,BroadStrokes,101,5,19,51,46,23,17,4,18,7,4,4,50,1,16,2,12,1,0,3
8098,BulleTTime,30,1,6,25,17,1,8,4,4,1,2,2,12,0,6,1,3,0,0,1
8099,CatchAFallingStar,19,1,1,15,14,0,5,0,1,0,0,0,11,0,5,0,2,0,0,1
8100,CensorSteam,13,3,6,4,0,2,4,0,4,0,1,0,4,0,4,1,1,0,0,0
8101,Cliffhanger,33,2,4,17,17,2,7,2,8,0,2,0,14,0,8,2,2,0,1,0
8102,ComicallySmallBribe,35,3,24,8,4,2,9,6,12,1,4,0,4,1,1,3,5,0,0,0
8103,ComputerEqualsMonitor,16,2,1,8,2,0,8,2,6,0,0,1,7,0,0,0,0,0,0,0
8104,CondemnedContestant,13,0,1,10,2,2,6,1,0,0,1,0,12,0,0,0,1,0,0,0
8105,ContinuityReboot,80,0,13,52,37,15,25,7,13,0,8,0,35,0,17,0,9,1,0,4
8106,CoolScars,9,0,1,8,5,0,4,1,1,1,0,1,5,0,0,0,0,0,1,0
8107,DamageSponge,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8108,DeathbyCameo,58,1,14,31,17,16,21,10,12,1,3,4,19,1,5,0,2,0,2,2
8109,DecapitationStrike,15,0,4,11,9,0,5,3,4,0,0,2,6,0,1,0,1,0,0,1
8110,DesertPunk,20,0,4,14,10,3,5,0,4,0,0,0,16,0,3,0,1,0,0,1
8111,DigitalDeaging,28,2,4,22,21,1,5,0,3,0,1,0,19,0,4,0,2,0,0,0
8112,DigitalHeadSwap,41,3,13,23,22,1,6,4,11,0,1,0,19,0,9,0,5,0,0,0
8113,DisposablePilot,39,0,7,28,21,5,15,2,5,0,2,0,15,0,2,1,1,0,1,0
8114,DoAnythingSoldier,11,1,3,7,4,0,4,0,3,2,0,3,2,0,1,0,0,0,0,0
8115,EarthIsABattlefield,9,0,1,8,3,1,3,1,1,0,0,0,8,0,1,0,0,0,0,0
8116,ElCidPloy,8,1,1,6,2,0,3,3,3,3,0,3,2,0,0,0,0,0,0,0
8117,ElectronicSpeechImpediment,21,0,6,10,10,3,5,1,2,0,1,1,19,1,2,0,3,0,0,0
8118,EndingAversion,5,1,1,4,3,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0
8119,EvilSpeechOfEvil,21,2,4,14,12,1,7,2,2,1,0,0,11,1,6,0,2,0,1,1
8120,FacialMarkings,26,1,3,17,7,8,9,2,8,1,1,0,7,1,4,0,0,0,0,0
8121,FakeShemp,143,8,36,61,50,23,29,22,38,3,9,3,32,0,23,7,10,3,8,0
8122,FakeStatic,29,4,11,12,8,1,7,5,8,1,0,1,8,0,1,2,2,1,0,1
8123,FanDislikedExplanation,23,0,2,11,10,9,8,0,3,0,2,0,17,0,2,0,0,0,0,0
8124,FanonDiscontinuity,12,2,1,5,3,5,5,2,3,0,0,0,4,0,2,1,1,0,0,1
8125,FingerTwitchingRevival,36,4,6,14,10,10,12,5,12,0,5,2,13,0,4,0,3,0,0,1
8126,FingerlessGloves,44,2,8,26,22,9,10,3,7,1,0,1,22,1,10,0,3,0,2,2
8127,ForgottenAesop,12,1,4,6,4,0,5,0,6,0,0,0,5,0,1,0,1,1,0,0
8128,GetItOverWith,35,3,4,16,7,5,11,6,16,4,2,6,8,0,3,0,1,1,4,0
8129,GiantMecha,19,2,4,12,9,1,5,0,2,0,0,1,16,0,6,0,4,0,0,2
8130,GiantRobot,19,2,3,13,9,1,6,0,2,0,1,1,16,0,5,0,4,0,0,3
8131,GiantRobotHandsSaveLives,6,0,0,5,3,0,1,0,2,0,0,0,5,0,1,0,1,0,0,1
8132,GladToBeAliveSex,37,5,7,20,14,6,21,6,10,1,2,3,10,0,3,1,1,0,1,1
8133,HandwrapsOfAwesome,5,0,3,4,3,0,2,1,0,0,0,1,2,0,1,0,1,0,1,1
8134,HeadbuttOfLove,50,12,6,18,17,4,8,2,26,7,1,4,17,0,8,1,1,1,0,0
8135,HeartDrive,6,0,0,5,3,2,1,0,1,0,0,0,4,0,1,0,1,0,0,1
8136,HeartInTheWrongPlace,15,0,2,8,7,3,2,0,5,0,1,0,6,0,3,0,0,0,1,0
8137,HollywoodTactics,115,4,7,79,55,8,26,7,34,19,1,28,47,2,15,0,7,2,3,2
8138,HopelessWar,30,0,1,23,11,1,4,1,11,7,0,11,13,0,3,0,0,0,0,0
8139,Hopelesswar,12,0,0,11,6,1,3,0,2,2,0,3,8,0,1,0,0,0,0,0
8140,HumongousMecha,48,2,8,34,30,3,8,0,2,0,1,1,40,0,12,0,8,1,0,2
8141,Humongousmecha,17,2,3,11,8,1,5,0,2,0,0,1,14,0,5,0,4,0,0,2
8142,IllPretendIDidntHearThat,10,1,4,4,4,0,4,1,5,2,0,1,3,0,0,0,0,0,0,0
8143,ImminentDangerClue,16,0,2,12,8,0,5,2,3,1,0,1,6,1,1,0,0,0,1,0
8144,InstantAwesomeJustAddMecha,12,0,3,8,6,2,5,0,0,0,0,0,9,0,3,1,1,0,1,0
8145,InterGenerationalFriendship,48,5,15,12,13,1,8,5,29,1,3,1,7,0,11,1,8,0,1,0
8146,InterfaceWithAFamiliarFace,7,0,1,5,2,4,3,0,0,0,1,0,7,0,1,0,0,0,0,0
8147,JustHitHim,31,2,4,18,9,8,13,5,3,0,2,1,10,1,5,0,1,1,0,0
8148,KinderAndCleaner,36,0,15,23,20,2,6,3,4,0,1,0,15,2,12,0,11,1,0,3
8149,KineticWeaponsAreJustBetter,19,0,0,15,7,4,10,1,2,0,1,1,19,0,2,0,0,0,0,0
8150,KissOfDeath,41,3,7,18,12,15,10,6,7,1,7,0,7,0,10,0,2,1,1,1
8151,LeaveThePlotThreadsHanging,22,0,1,11,10,9,8,0,3,0,2,0,16,0,1,0,0,0,0,0
